subject,group,version,recall_description,event,recall_order,event_num,scene,scene_location,theme,event_description,word_count
108,older,exp2,and neither one of them could get the license plate. ,D3,8,15.0,D,Driving Chevy on the Street,Chevy,Jeff yells to Larry to the the license plate number and Larry makes note of the license plate number: 4-Y-Something,10
108,older,exp2,20B Larry and his wife had a dialogue. and evidently he is a Brooklyn boy that has been transplanted California. she likes to have parties with people to come out and have a formal dinner and he wants to know why.|21B She explain to him that it's enjoyable|so they have a bet between them whether he's going to enjoy himself or not. and he,B7,9,10.0,B,The David's Back Patio,Dinner_Party,Larry questions why she wants to have a dinner party.|Cheryl says parties are fun.|Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,64
108,older,exp2,22B said he's not going to sabotage the experience but have him try to actually in have an enjoyable time they make a bet.,,10,,B,The David's Back Patio,Dinner_Party,nan,24
108,older,exp2,when he when he had come back to the house from Jeff's office one of his wife's friends was there.|8B she had borrowed a movie from them said that|9B she liked it evidently.,B1,11,4.0,B,The David's Back Patio,Other,Larry walks through his kitchen and into the patio area and sees his wife Cheryl with her friend Julie|Larry said hi to Julie and Cheryl tells him that she is returning a movie called Sour Grapes|Julie responds by saying that she enjoyed it.,33
108,older,exp2,it was one that he was in.,,12,,B,The David's Back Patio,Other,nan,7
108,older,exp2,12B they left she left to go home and they were talking about the dinner party that they were going to have. and,B2,13,5.0,B,The David's Back Patio,Dinner_Party,Julie gets up to leave and mentions the dinner party on Friday night,23
108,older,exp2,13B the caterer had up and quit on them|14B for a personal reason.|15B so Jeff had another neighbor who did catering and Larry suggested to his wife to try to use that caterer instead. and,B3,14,6.0,B,The David's Back Patio,Caterer,Cheryl mentions that their caterer cancelled|Larry asks why the caterer cancelled and Cheryl says it is due to personal reasons|Larry suggests that Cheryl calls's Jeff's neighbor to cater the dinner,35
108,older,exp2,17B he want and use the phone call Jeff told him to call back his number for the caterer which the ended up using. ,B5,15,8.0,B,The David's Back Patio,Caterer,Larry picks up the phone and leaves Jeff a message asking for the caterer's phone number,24
108,older,exp2,so during their evening I believe was a Friday they had a number of people there and the lady that had borrowed the movie was there with her significant other and he was talking about his company and how it was expanding and they were going to be running lines at two different place be closer but they're going to move 7 miles to the closer place. literally invited Larry to come over and see it.|during this time he meets some other people interacts with them,E1,16,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife.|Larry then starts talking to a couple who recently went on a cruise. At the cruise, they saw a show about Annie.",86
108,older,exp2,than meets a larger guy with Troy hair who happens to be an Aamco dealer|and has three shops.|they discussed Larry thought that he was being set up as a joke|but it turned out the guy owned the companies.,E2,17,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. |Mike says he owns 3 AAMCO stations.|Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. |Mike says he owns 3 AAMCO stations.,38
108,older,exp2,told him to bring have his friend bring the car down and he would fix it.,E4,18,19.0,E,Dinner Party,Chevy,Mike reassures Larry that he will fix the car.,16
108,older,exp2,because he's special needs specialized in doing something of the older cars,,19,,E,Dinner Party,Chevy,nan,12
108,older,exp2,the caterer came in and announced it was dinner time so everyone got up and went into the dining room,E3,20,18.0,E,Dinner Party,Dinner_Party,The caterer comes in and tells Cheryl that dinner is ready and Cheryl announces to everyone that it is dinner time. ,20
108,older,exp2,and went into the dining room|where this gentleman decided to take the seat at the foot of the table which would have been Larry spot.|and pretty much start run dinner telling people no no need to wait go ahead.|Larry was kind of taken aback but didn't get too confrontational about it.|then this gentleman also decided to have a nice prayer. obviously he's Catholic and they had dinner. so kind of odd. ,E6,21,21.0,E,Dinner Party,Dinner_Party,"The guests enter the dining room and Cheryl directs them to take a seat anywhere they would like. |Mike takes the head of the table and Larry is surprised.|Mike asks like he is the host with a prayer, speech, and cheers.|Larry is annoyed and talks to the guest next to him about the move from Covina to Downy.|Mike asks like he is the host with a prayer, speech, and cheers.",71
108,older,exp2,the next day Larry and his wife are up and in the kitchen. he comes in and gets a cup of coffee,G1,22,25.0,G,The Davids' Kitchen,Other,Larry enters the kitchen and Cheryl is at the table.,22
108,older,exp2,and was wanting one of the apple turnovers.|at this point they kind of noticed that there were no leftovers from the dinner which is normally something that you do. that you purchase the food the caterer usually food away for you. and they were kind of unhappy with us.|his wife calls the caterer complains|and tells him where he's going to come over and leftovers. ,G3,23,27.0,G,The Davids' Kitchen,Caterer,Larry wants an apple turnover and walks over to the refrigerator but can't find it. |The leftovers seem to be missing.|Cheryl calls the caterer and the caterer admits that she took the leftovers home. |Cheryl tells her that Larry will pick up the leftovers.,64
108,older,exp2,he gets there and quite a very nice place supposedly her home. not a business place they kind of have an argument over what should have been done with the leftovers.,H1,24,28.0,H,Caterer's House,Caterer,Larry is at the caterer's house and asks for the food. ,31
108,older,exp2,evidently the food was delicious. she's trying to put him off and tell him if there really wasn't that much leftovers. and he finally kind of controls her into where she gives him some containers,,25,,H,Caterer's House,Caterer,nan,35
108,older,exp2,and then evidently a woman that works for her came in and said she had taken some of the leftovers Jeff. ,H1,26,28.0,H,Caterer's House,Caterer, Another woman comes by and tells the caterer that she dropped the food off to Jeff's.,21
